,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
8046,nicht klassifiziert,22. Sep.,26,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1820,Bus,Gut
8047,Kraftfahrzeugstrasse,10. Apr.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1950,Mottorrad (500cc),Gut
8048,Bundesstrasse,18. Mrz.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1730,Auto,Gut
8049,Bundesstrasse,2. Apr.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2225,Auto,Gut
8050,Bundesstrasse,26. Jul.,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1007,Auto,Gut
8051,nicht klassifiziert,07-Oct-12,10,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1630,Taxi,Gut
8052,nicht klassifiziert,29. Aug.,38,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2110,Auto,Gut
8053,nicht klassifiziert,27. Nov.,16,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,Frost/ Ice,weiblich,2300,Auto,Unbekannt
8054,Autobahn,9. Nov.,63,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1030,Auto,Regen (starker Wind)
8055,Bundesstrasse,15. Mrz.,88,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1220,Bus,Gut
8056,Autobahn,1. Jul.,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,1712,Auto,Gut
8057,Autobahn,08-Dec-09,25,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,2,trocken,weiblich,1725,Auto,Gut
8058,Bundesstrasse,12. Nov.,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,nass / feucht,weiblich,1700,Bus,Gut
8059,Autobahn,18. Sep.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,715,Auto,Gut
8060,nicht klassifiziert,15. Jun.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1656,Andere,Gut
8061,Bundesstrasse,9. Feb.,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,Frost / Eis,männlich,510,Auto,Regen
8062,Bundesstrasse,11. Jun.,4,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1200,Bus,Gut
8063,nicht klassifiziert,23. Mrz.,29,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1820,Auto,Gut
8064,nicht klassifiziert,11. Feb.,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,910,Auto,Gut
8065,nicht klassifiziert,23. Jun.,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1829,Auto,Gut
8066,Bundesstrasse,06-May-12,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1410,Auto,Gut
8067,nicht klassifiziert,15-Dec-10,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1440,Bus,Gut
8068,nicht klassifiziert,30. Aug.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,925,Fahrrad,Gut
8069,nicht klassifiziert,20. Jan.,27,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,Frost / Eis,weiblich,1,Auto,Gut
8070,nicht klassifiziert,2. Apr.,66,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1321,Auto,Gut
8071,Bundesstrasse,3. Nov.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,2042,Auto,Gut
8072,nicht klassifiziert,18. Sep.,53,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,712,Auto,Gut
8073,Bundesstrasse,9. Jun.,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,weiblich,2205,Auto,Gut
8074,Autobahn,23-May-11,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,weiblich,820,Auto,Gut
8075,nicht klassifiziert,29. Apr.,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1507,Auto,Gut
8076,Bundesstrasse,29. Apr.,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1830,Fahrrad,Gut
8077,Autobahn,20. Feb.,56,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2157,Auto,Gut
8078,Bundesstrasse,18. Aug.,36,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,1901,Auto,Gut
8079,nicht klassifiziert,22. Apr.,22,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,4,2,trocken,männlich,2045,Auto,Gut
8080,nicht klassifiziert,8. Feb.,56,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1225,Auto,Gut
8081,Landesstrasse,07-Oct-10,25,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1520,Mottorrad (50cc),Gut
8082,Bundesstrasse,21-Oct-10,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1935,Auto,Gut
8083,Autobahn,26-Mar-12,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1640,Auto,Gut
8084,nicht klassifiziert,29. Jun.,8,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1950,Auto,Gut
8085,nicht klassifiziert,28. Sep.,30,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,nass / feucht,weiblich,1920,Auto,Gut
8086,Landesstrasse,22. Jun.,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1135,Auto,Regen
8087,nicht klassifiziert,21. Jun.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1320,Auto,Gut
8088,Bundesstrasse,06-Oct-11,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1645,Auto,Gut (starker Wind)
8089,nicht klassifiziert,9. Jan.,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1816,Auto,Gut
8090,Autobahn,26-Oct-09,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1705,Auto,Gut
8091,nicht klassifiziert,17-Mar-11,26,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2340,Auto,Gut
8092,Bundesstrasse,20-Oct-09,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,2345,Auto,Gut
8093,nicht klassifiziert,10. Apr.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1500,Auto,Gut
8094,nicht klassifiziert,12-Oct-12,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1510,Auto,Gut
8095,Bundesstrasse,05-Mar-12,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2030,Auto,Gut
8096,Autobahn,19-May-09,35,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,7,6,trocken,männlich,630,Transporter,Gut
8097,Bundesstrasse,28. Nov.,54,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,645,Auto,Nebel
8098,Kraftfahrzeugstrasse,1. Jun.,29,Passagier,2,Dunkelheit: keine Strassenbeleuchtung,2,1,trocken,männlich,110,Auto,Gut
8099,Kraftfahrzeugstrasse,6. Dez.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,810,Auto,Gut
8100,nicht klassifiziert,24. Sep.,56,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1800,Auto,Gut
8101,nicht klassifiziert,12. Okt.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1945,Mottorrad (50cc),Gut
8102,Landesstrasse,22. Jul.,66,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1745,Auto,Gut
8103,Landesstrasse,15-Mar-09,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2130,Fahrrad,Gut
8104,Bundesstrasse,15. Jul.,77,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1925,Auto,Gut
8105,Bundesstrasse,19. Jan.,82,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1435,Bus,Gut
8106,nicht klassifiziert,20. Aug.,27,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1535,Bus,Gut
8107,Autobahn,13. Aug.,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,735,Auto,Gut
8108,Bundesstrasse,15. Mai.,23,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,7,2,trocken,weiblich,1740,Auto,Gut
8109,nicht klassifiziert,8. Apr.,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1830,Auto,Gut
8110,nicht klassifiziert,15. Jul.,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,910,Auto,Regen
8111,Landesstrasse,22. Dez.,54,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2322,Mottorrad (50cc),Regen (starker Wind)
8112,nicht klassifiziert,19-Mar-10,41,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2350,Auto,Gut
8113,Bundesstrasse,10. Feb.,59,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1310,Auto,Gut
8114,nicht klassifiziert,20. Jan.,38,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,Frost / Eis,weiblich,1,Auto,Gut
8115,nicht klassifiziert,30. Apr.,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1435,Auto,Gut
8116,Bundesstrasse,19-Oct-11,40,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,804,LKW ab 7.5t,Gut
8117,Autobahn,5. Nov.,21,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,3,nass / feucht,männlich,1730,Auto,Regen
8118,nicht klassifiziert,20. Jun.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1150,Fahrrad,Regen
8119,Bundesstrasse,18. Jan.,10,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,weiblich,750,Auto,Gut
8120,nicht klassifiziert,12. Apr.,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1521,Auto,Gut
8121,nicht klassifiziert,10. Dez.,48,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,trocken,männlich,1740,Auto,Gut
8122,Bundesstrasse,10. Aug.,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,2015,Auto,Gut
8123,Bundesstrasse,26. Aug.,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1107,Auto,Gut
8124,Bundesstrasse,07-Oct-09,79,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,910,Auto,Gut
8125,Kraftfahrzeugstrasse,14. Aug.,51,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1412,Auto,Gut
8126,nicht klassifiziert,22. Apr.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1250,Fahrrad,Gut
8127,nicht klassifiziert,24. Jul.,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1203,Auto,Gut
8128,nicht klassifiziert,29. Jan.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,männlich,821,Auto,Gut
8129,Bundesstrasse,11. Aug.,48,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,355,Bus,Gut
8130,Landesstrasse,12. Sep.,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,2015,Auto,Gut
8131,nicht klassifiziert,25. Jan.,42,Fussgänger,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,Schnee,weiblich,2310,Auto,Schnee
8132,nicht klassifiziert,4. Feb.,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,Schnee,weiblich,1610,Auto,Schnee
8133,nicht klassifiziert,03-Oct-10,27,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1455,Auto,Regen
8134,nicht klassifiziert,21. Okt.,47,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,810,Mottorrad (125cc),Gut
8135,Landesstrasse,23. Okt.,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1712,Mottorrad (50cc),Gut
8136,nicht klassifiziert,15-Oct-10,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,nass / feucht,männlich,2201,Transporter,Gut
8137,nicht klassifiziert,22. Feb.,40,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,2134,Bus,Gut
8138,nicht klassifiziert,6. Feb.,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,1,trocken,weiblich,1425,Bus,Gut
8139,nicht klassifiziert,22-Oct-10,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1841,Auto,Gut
8140,nicht klassifiziert,17-May-12,25,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,weiblich,1855,Auto,Gut
8141,nicht klassifiziert,11. Jan.,7,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,Schnee,weiblich,1555,Auto,Gut
8142,Bundesstrasse,29. Sep.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,755,Taxi,Regen
8143,Bundesstrasse,3. Mrz.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,männlich,1110,Auto,Gut
8144,Bundesstrasse,21-Dec-12,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1300,Auto,Gut
8145,nicht klassifiziert,6. Feb.,16,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1430,Auto,Gut
8146,nicht klassifiziert,14-Dec-09,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1105,Auto,Gut
8147,nicht klassifiziert,10. Mrz.,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,1955,Auto,Gut
8148,nicht klassifiziert,19. Aug.,56,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,2155,Auto,Gut
8149,Bundesstrasse,13. Apr.,49,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,weiblich,2311,Auto,Gut
8150,nicht klassifiziert,16. Aug.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,943,Auto,Gut
8151,Landesstrasse,7. Jul.,69,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,nass / feucht,männlich,1950,Auto,Regen
8152,Bundesstrasse,4. Feb.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1520,Auto,Gut
8153,Kraftfahrzeugstrasse,5. Nov.,34,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1020,Auto,Gut
8154,Bundesstrasse,31-Oct-09,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1650,Auto,Gut
8155,Bundesstrasse,28-Mar-09,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1715,Auto,Regen (starker Wind)
8156,Autobahn,30. Jan.,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,5,nass / feucht,männlich,1755,Auto,Gut
8157,nicht klassifiziert,17. Jun.,5,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,850,Auto,Gut
8158,Autobahn,21. Aug.,11,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,8,1,trocken,weiblich,1200,Auto,Gut
8159,nicht klassifiziert,28. Aug.,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,840,Mottorrad (50cc),Gut
8160,Bundesstrasse,31. Jul.,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1744,Auto,Gut
8161,Bundesstrasse,10. Jul.,44,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,trocken,weiblich,57,Auto,Gut
8162,Bundesstrasse,17-May-12,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1745,Auto,Gut
8163,nicht klassifiziert,4. Mrz.,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1915,Auto,Gut
8164,Bundesstrasse,13. Nov.,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2334,Fahrrad,Regen
8165,Bundesstrasse,01-May-10,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,815,Auto,Gut
8166,Bundesstrasse,24. Sep.,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1824,Auto,Gut
8167,nicht klassifiziert,24. Jul.,37,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,848,Fahrrad,Gut
8168,Bundesstrasse,6. Feb.,37,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1823,Auto,Gut
8169,Landesstrasse,17-May-10,79,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1351,Auto,Gut
8170,nicht klassifiziert,19. Nov.,28,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,750,Taxi,Gut
8171,nicht klassifiziert,03-Oct-12,45,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,800,Auto,Gut
8172,Bundesstrasse,15. Jun.,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1450,Auto,Gut
8173,nicht klassifiziert,4. Jul.,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,2140,Auto,Gut
8174,nicht klassifiziert,17. Apr.,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1946,Auto,Gut
8175,nicht klassifiziert,14. Nov.,29,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1235,Auto,Gut
8176,Autobahn,17-May-11,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,1724,Auto,Gut
8177,nicht klassifiziert,12. Jul.,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1800,Auto,Gut
8178,nicht klassifiziert,18. Jan.,67,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1250,Auto,Gut
8179,Kraftfahrzeugstrasse,15-Dec-10,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,745,Auto,Gut
8180,Autobahn,23. Jul.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2055,Auto,Gut
8181,Autobahn,8. Jul.,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1055,Auto,Gut
8182,nicht klassifiziert,31-Mar-10,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1230,Auto,Gut
8183,Bundesstrasse,27. Jan.,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,trocken,männlich,1815,Auto,Gut
8184,nicht klassifiziert,22. Sep.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1753,Auto,Gut
8185,Bundesstrasse,27-Mar-12,18,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1715,Auto,Gut
8186,nicht klassifiziert,25. Nov.,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1300,Fahrrad,Gut
8187,Bundesstrasse,2. Jul.,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,850,Auto,Gut
8188,Bundesstrasse,25. Apr.,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2115,Auto,Gut
8189,nicht klassifiziert,27. Aug.,41,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1235,Auto,Gut
8190,nicht klassifiziert,10. Dez.,23,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,2,2,trocken,weiblich,1954,Auto,Gut
8191,nicht klassifiziert,23. Aug.,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1740,Auto,Gut
8192,Autobahn,9. Sep.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1311,Auto,Gut
8193,nicht klassifiziert,13. Jul.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1750,Fahrrad,Regen
8194,nicht klassifiziert,27-May-10,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2035,Bus,Gut
8195,nicht klassifiziert,30. Apr.,91,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1415,Bus,Gut
8196,Bundesstrasse,3. Jul.,39,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1625,Transporter,Gut
8197,nicht klassifiziert,14-Dec-09,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1006,Auto,Gut
8198,Bundesstrasse,13-Oct-12,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1025,Auto,Gut
8199,Bundesstrasse,6. Feb.,20,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,4,1,trocken,weiblich,2105,Auto,Gut
8200,nicht klassifiziert,22. Jun.,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1645,Auto,Gut
8201,nicht klassifiziert,18. Nov.,26,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,2125,Auto,Gut
8202,nicht klassifiziert,20-Oct-10,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,840,Auto,Gut
8203,nicht klassifiziert,19. Okt.,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1440,Bus,Gut
8204,nicht klassifiziert,21. Nov.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,825,Mottorrad (50cc),Nebel
8205,nicht klassifiziert,29. Apr.,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1543,Bus,Gut
8206,nicht klassifiziert,06-Dec-10,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,Frost/ Ice,männlich,930,Transporter,Gut
8207,Landesstrasse,4. Jul.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,955,Auto,Gut
8208,nicht klassifiziert,13. Nov.,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,1755,Auto,Gut
8209,Bundesstrasse,13-Oct-09,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1610,Mottorrad,Gut
8210,Kraftfahrzeugstrasse,20. Apr.,23,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,349,Auto,Gut
8211,nicht klassifiziert,23. Okt.,41,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,705,Fahrrad,Gut
8212,nicht klassifiziert,28. Aug.,4,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1710,Mottorrad (50cc),Gut
8213,Bundesstrasse,27. Mrz.,32,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,1850,Auto,Regen
8214,Bundesstrasse,28. Feb.,19,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1725,Auto,Gut
8215,Bundesstrasse,31-Oct-12,53,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,1905,Auto,Gut
8216,Bundesstrasse,02-Oct-12,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1925,Mottorrad (500cc),Regen
8217,Bundesstrasse,8. Aug.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1500,Fahrrad,Gut
8218,nicht klassifiziert,3. Jul.,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1402,Auto,Gut
